MO,DY,HR,ALLSKY_SFC_SW_DWN,SZA
2,17,0,0,-999
2,17,1,0,-999
2,17,2,0,-999
2,17,3,0,-999
2,17,4,0,-999
2,17,5,0,-999
2,17,6,17.02,87.95
2,17,7,129.67,77.25
2,17,8,293.44,66.37
2,17,9,445.27,56.92
2,17,10,577.73,49.79
2,17,11,607.8,46.09
2,17,12,618.76,46.66
2,17,13,572.59,51.36
2,17,14,432.09,59.2
2,17,15,269.6,69.08
2,17,16,95.21,80.23
2,17,17,7.16,89.36
2,17,18,0,-999
2,17,19,0,-999
2,17,20,0,-999
2,17,21,0,-999
2,17,22,0,-999
2,17,23,0,-999
2,18,0,0,-999
2,18,1,0,-999
2,18,2,0,-999
2,18,3,0,-999
2,18,4,0,-999
2,18,5,0,-999
2,18,6,16.09,87.82
2,18,7,104.65,77.02
2,18,8,244.12,66.11
2,18,9,355.58,56.63
2,18,10,329.1,49.46
2,18,11,360.93,45.74
2,18,12,365.55,46.32
2,18,13,330.46,51.05
2,18,14,257.55,58.93
2,18,15,158.02,68.85
2,18,16,57.92,80.02
2,18,17,6.36,89.3
2,18,18,0,-999
2,18,19,0,-999
2,18,20,0,-999
2,18,21,0,-999
2,18,22,0,-999
2,18,23,0,-999
2,19,0,0,-999
2,19,1,0,-999
2,19,2,0,-999
2,19,3,0,-999
2,19,4,0,-999
2,19,5,0,-999
2,19,6,14.15,87.68
2,19,7,94.09,76.78
2,19,8,221.18,65.84
2,19,9,352.26,56.33
2,19,10,448.72,49.12
2,19,11,476.12,45.39
2,19,12,482.08,45.98
2,19,13,402.69,50.74
2,19,14,220.98,58.66
2,19,15,126.73,68.62
2,19,16,49.3,79.83
2,19,17,6.22,89.23
2,19,18,0,-999
2,19,19,0,-999
2,19,20,0,-999
2,19,21,0,-999
2,19,22,0,-999
2,19,23,0,-999
2,20,0,0,-999
2,20,1,0,-999
2,20,2,0,-999
2,20,3,0,-999
2,20,4,0,-999
2,20,5,0,-999
2,20,6,21.26,87.54
2,20,7,123.1,76.54
2,20,8,260.73,65.58
2,20,9,405.03,56.03
2,20,10,431.13,48.79
2,20,11,495.66,45.03
2,20,12,565.54,45.63
2,20,13,451.64,50.44
2,20,14,380.78,58.4
2,20,15,242.28,68.4
2,20,16,90.44,79.62
2,20,17,7.42,89.16
2,20,18,0,-999
2,20,19,0,-999
2,20,20,0,-999
2,20,21,0,-999
2,20,22,0,-999
2,20,23,0,-999
2,21,0,0,-999
2,21,1,0,-999
2,21,2,0,-999
2,21,3,0,-999
2,21,4,0,-999
2,21,5,0,-999
2,21,6,20.53,87.4
2,21,7,137.92,76.3
2,21,8,310.95,65.3
2,21,9,416.3,55.72
2,21,10,583.92,48.45
2,21,11,668.66,44.67
2,21,12,474.31,45.29
2,21,13,462.28,50.13
2,21,14,216.03,58.14
2,21,15,137.83,68.17
2,21,16,38.15,79.43
2,21,17,6.43,89.09
2,21,18,0,-999
2,21,19,0,-999
2,21,20,0,-999
2,21,21,0,-999
2,21,22,0,-999
2,21,23,0,-999
2,22,0,0,-999
2,22,1,0,-999
2,22,2,0,-999
2,22,3,0,-999
2,22,4,0,-999
2,22,5,0,-999
2,22,6,16.74,87.24
2,22,7,92.48,76.05
2,22,8,181.83,65.03
2,22,9,301.3,55.41
2,22,10,314.48,48.11
2,22,11,386.39,44.31
2,22,12,431.62,44.94
2,22,13,425.27,49.82
2,22,14,311.81,57.88
2,22,15,182.3,67.95
2,22,16,66.85,79.23
2,22,17,7.3,89.02
2,22,18,0,-999
2,22,19,0,-999
2,22,20,0,-999
2,22,21,0,-999
2,22,22,0,-999
2,22,23,0,-999
2,23,0,0,-999
2,23,1,0,-999
2,23,2,0,-999
2,23,3,0,-999
2,23,4,0,-999
2,23,5,0,-999
2,23,6,20.36,87.08
2,23,7,71.67,75.8
2,23,8,191.12,64.75
2,23,9,241.55,55.1
2,23,10,360.35,47.76
2,23,11,402.73,43.95
2,23,12,306.41,44.59
2,23,13,274.38,49.52
2,23,14,259.01,57.61
2,23,15,162.15,67.73
2,23,16,69.01,79.04
2,23,17,6.75,88.95
2,23,18,0,-999
2,23,19,0,-999
2,23,20,0,-999
2,23,21,0,-999
2,23,22,0,-999
2,23,23,0,-999
2,24,0,0,-999
2,24,1,0,-999
2,24,2,0,-999
2,24,3,0,-999
2,24,4,0,-999
2,24,5,0,-999
2,24,6,24.73,86.91
2,24,7,137.27,75.54
2,24,8,331.3,64.47
2,24,9,485.32,54.78
2,24,10,631.44,47.41
2,24,11,665.39,43.58
2,24,12,602.11,44.23
2,24,13,389.45,49.2
2,24,14,331.72,57.34
2,24,15,213.39,67.5
2,24,16,94.04,78.84
2,24,17,8.62,88.87
2,24,18,0,-999
2,24,19,0,-999
2,24,20,0,-999
2,24,21,0,-999
2,24,22,0,-999
2,24,23,0,-999
2,25,0,0,-999
2,25,1,0,-999
2,25,2,0,-999
2,25,3,0,-999
2,25,4,0,-999
2,25,5,0,-999
2,25,6,21.15,86.73
2,25,7,120.74,75.28
2,25,8,262.67,64.19
2,25,9,435.48,54.47
2,25,10,502.73,47.05
2,25,11,493.34,43.21
2,25,12,484.35,43.88
2,25,13,464.03,48.89
2,25,14,336.96,57.09
2,25,15,213.02,67.28
2,25,16,89.01,78.65
2,25,17,9.62,88.79
2,25,18,0,-999
2,25,19,0,-999
2,25,20,0,-999
2,25,21,0,-999
2,25,22,0,-999
2,25,23,0,-999
2,26,0,0,-999
2,26,1,0,-999
2,26,2,0,-999
2,26,3,0,-999
2,26,4,0,-999
2,26,5,0,-999
2,26,6,33.09,86.55
2,26,7,170.81,75.02
2,26,8,343.48,63.9
2,26,9,523.62,54.14
2,26,10,653.39,46.7
2,26,11,679.99,42.84
2,26,12,670.98,43.53
2,26,13,589.61,48.58
2,26,14,499.96,56.82
2,26,15,323.48,67.05
2,26,16,130.5,78.46
2,26,17,11.5,88.71
2,26,18,0,-999
2,26,19,0,-999
2,26,20,0,-999
2,26,21,0,-999
2,26,22,0,-999
2,26,23,0,-999
2,27,0,0,-999
2,27,1,0,-999
2,27,2,0,-999
2,27,3,0,-999
2,27,4,0,-999
2,27,5,0,-999
2,27,6,35.82,86.37
2,27,7,218.12,74.76
2,27,8,425.59,63.61
2,27,9,558.64,53.82
2,27,10,663.07,46.34
2,27,11,693.23,42.46
2,27,12,642.17,43.17
2,27,13,601.35,48.27
2,27,14,470.15,56.56
2,27,15,328.34,66.84
2,27,16,126.34,78.27
2,27,17,10.33,88.63
2,27,18,0,-999
2,27,19,0,-999
2,27,20,0,-999
2,27,21,0,-999
2,27,22,0,-999
2,27,23,0,-999
2,28,0,0,-999
2,28,1,0,-999
2,28,2,0,-999
2,28,3,0,-999
2,28,4,0,-999
2,28,5,0,-999
2,28,6,37.36,86.17
2,28,7,212.84,74.49
2,28,8,386.98,63.31
2,28,9,549.46,53.49
2,28,10,587.95,45.98
2,28,11,675.3,42.09
2,28,12,737.12,42.81
2,28,13,678.46,47.96
2,28,14,558.04,56.3
2,28,15,374.19,66.62
2,28,16,164.36,78.08
2,28,17,13.05,88.55
2,28,18,0,-999
2,28,19,0,-999
2,28,20,0,-999
2,28,21,0,-999
2,28,22,0,-999
2,28,23,0,-999
2,29,0,0,-999
2,29,1,0,-999
2,29,2,0,-999
2,29,3,0,-999
2,29,4,0,-999
2,29,5,0,-999
2,29,6,30.44,85.97
2,29,7,125.84,74.22
2,29,8,278.74,63.02
2,29,9,401.18,53.16
2,29,10,502.12,45.62
2,29,11,519.07,41.7
2,29,12,410.38,42.46
2,29,13,367.42,47.65
2,29,14,206.42,56.05
2,29,15,125.71,66.4
2,29,16,53.8,77.88
2,29,17,9.34,88.46
2,29,18,0,-999
2,29,19,0,-999
2,29,20,0,-999
2,29,21,0,-999
2,29,22,0,-999
2,29,23,0,-999
3,1,0,0,-999
3,1,1,0,-999
3,1,2,0,-999
3,1,3,0,-999
3,1,4,0,-999
3,1,5,0,-999
3,1,6,26.19,85.76
3,1,7,128.46,73.95
3,1,8,276.28,62.72
3,1,9,425.39,52.83
3,1,10,452.34,45.25
3,1,11,595.84,41.32
3,1,12,489.55,42.1
3,1,13,451.86,47.34
3,1,14,411.03,55.79
3,1,15,270.04,66.18
3,1,16,113.66,77.7
3,1,17,13.01,88.37
3,1,18,0,-999
3,1,19,0,-999
3,1,20,0,-999
3,1,21,0,-999
3,1,22,0,-999
3,1,23,0,-999
3,2,0,0,-999
3,2,1,0,-999
3,2,2,0,-999
3,2,3,0,-999
3,2,4,0,-999
3,2,5,0,-999
3,2,6,34.75,85.54
3,2,7,170.34,73.68
3,2,8,361.24,62.42
3,2,9,515.45,52.5
3,2,10,536.87,44.88
3,2,11,652.46,40.94
3,2,12,625.59,41.73
3,2,13,505.42,47.03
3,2,14,438.24,55.53
3,2,15,289.55,65.97
3,2,16,127.19,77.51
3,2,17,14.98,88.28
3,2,18,0,-999
3,2,19,0,-999
3,2,20,0,-999
3,2,21,0,-999
3,2,22,0,-999
3,2,23,0,-999
3,3,0,0,-999
3,3,1,0,-999
3,3,2,0,-999
3,3,3,0,-999
3,3,4,0,-999
3,3,5,0,-999
3,3,6,47.09,85.32
3,3,7,234.87,73.4
3,3,8,450.68,62.12
3,3,9,633.45,52.16
3,3,10,751.4,44.52
3,3,11,825.66,40.55
3,3,12,810.09,41.38
3,3,13,731.27,46.72
3,3,14,595.82,55.27
3,3,15,398.95,65.75
3,3,16,186.12,77.32
3,3,17,18.05,88.19
3,3,18,0,-999
3,3,19,0,-999
3,3,20,0,-999
3,3,21,0,-999
3,3,22,0,-999
3,3,23,0,-999
3,4,0,0,-999
3,4,1,0,-999
3,4,2,0,-999
3,4,3,0,-999
3,4,4,0,-999
3,4,5,0,-999
3,4,6,55.5,85.09
3,4,7,259.66,73.12
3,4,8,472.05,61.81
3,4,9,624.75,51.82
3,4,10,762.63,44.14
3,4,11,816.93,40.17
3,4,12,804.45,41.02
3,4,13,728.98,46.41
3,4,14,568.42,55.02
3,4,15,377.02,65.54
3,4,16,172.66,77.14
3,4,17,17.12,88.09
3,4,18,0,-999
3,4,19,0,-999
3,4,20,0,-999
3,4,21,0,-999
3,4,22,0,-999
3,4,23,0,-999
3,5,0,0,-999
3,5,1,0,-999
3,5,2,0,-999
3,5,3,0,-999
3,5,4,0,-999
3,5,5,0,-999
3,5,6,48.94,84.84
3,5,7,236.57,72.84
3,5,8,437.88,61.51
3,5,9,604.75,51.48
3,5,10,734.14,43.77
3,5,11,777.92,39.78
3,5,12,723.98,40.65
3,5,13,556.27,46.1
3,5,14,374.95,54.77
3,5,15,229.7,65.33
3,5,16,94.78,76.95
3,5,17,16.35,87.99
3,5,18,0,-999
3,5,19,0,-999
3,5,20,0,-999
3,5,21,0,-999
3,5,22,0,-999
3,5,23,0,-999
3,6,0,0,-999
3,6,1,0,-999
3,6,2,0,-999
3,6,3,0,-999
3,6,4,0,-999
3,6,5,0,-999
3,6,6,26.77,84.6
3,6,7,59.26,72.55
3,6,8,172.83,61.2
3,6,9,316.76,51.14
3,6,10,375.71,43.39
3,6,11,272.16,39.39
3,6,12,182.55,40.29
3,6,13,182.18,45.8
3,6,14,221.59,54.51
3,6,15,117.04,65.12
3,6,16,43.48,76.77
3,6,17,9.34,87.9
3,6,18,0,-999
3,6,19,0,-999
3,6,20,0,-999
3,6,21,0,-999
3,6,22,0,-999
3,6,23,0,-999
3,7,0,0,-999
3,7,1,0,-999
3,7,2,0,-999
3,7,3,0,-999
3,7,4,0,-999
3,7,5,0,-999
3,7,6,48.99,84.34
3,7,7,224.45,72.27
3,7,8,425.28,60.89
3,7,9,597.93,50.8
3,7,10,674.08,43.02
3,7,11,745.09,39
3,7,12,759.6,39.92
3,7,13,676.41,45.49
3,7,14,537.66,54.26
3,7,15,349.82,64.91
3,7,16,154.3,76.59
3,7,17,19.72,87.8
3,7,18,0,-999
3,7,19,0,-999
3,7,20,0,-999
3,7,21,0,-999
3,7,22,0,-999
3,7,23,0,-999
3,8,0,0,-999
3,8,1,0,-999
3,8,2,0,-999
3,8,3,0,-999
3,8,4,0,-999
3,8,5,0,-999
3,8,6,53.28,84.08
3,8,7,260.39,71.98
3,8,8,472.75,60.58
3,8,9,654.01,50.45
3,8,10,774.78,42.63
3,8,11,841.44,38.61
3,8,12,818.67,39.56
3,8,13,751.95,45.19
3,8,14,604.62,54.01
3,8,15,417.3,64.7
3,8,16,198.52,76.41
3,8,17,21.65,87.7
3,8,18,0,-999
3,8,19,0,-999
3,8,20,0,-999
3,8,21,0,-999
3,8,22,0,-999
3,8,23,0,-999
3,9,0,0,-999
3,9,1,0,-999
3,9,2,0,-999
3,9,3,0,-999
3,9,4,0,-999
3,9,5,0,-999
3,9,6,56.94,83.81
3,9,7,239.87,71.7
3,9,8,418.64,60.27
3,9,9,586.25,50.11
3,9,10,715.02,42.26
3,9,11,738.51,38.21
3,9,12,680.49,39.2
3,9,13,582.48,44.88
3,9,14,445.92,53.76
3,9,15,296.25,64.49
3,9,16,138.2,76.23
3,9,17,18.99,87.59
3,9,18,0,-999
3,9,19,0,-999
3,9,20,0,-999
3,9,21,0,-999
3,9,22,0,-999
3,9,23,0,-999
3,10,0,0,-999
3,10,1,0,-999
3,10,2,0,-999
3,10,3,0,-999
3,10,4,0,-999
3,10,5,0,-999
3,10,6,53.88,83.53
3,10,7,169.23,71.41
3,10,8,332.86,59.95
3,10,9,464.8,49.77
3,10,10,586.9,41.88
3,10,11,693.17,37.82
3,10,12,654.95,38.84
3,10,13,560.97,44.58
3,10,14,464.62,53.52
3,10,15,313.44,64.29
3,10,16,145.27,76.05
3,10,17,19.76,87.49
3,10,18,0,-999
3,10,19,0,-999
3,10,20,0,-999
3,10,21,0,-999
3,10,22,0,-999
3,10,23,0,-999
3,11,0,0,-999
3,11,1,0,-999
3,11,2,0,-999
3,11,3,0,-999
3,11,4,0,-999
3,11,5,0,-999
3,11,6,65.66,83.25
3,11,7,263.7,71.12
3,11,8,476.24,59.64
3,11,9,654.13,49.41
3,11,10,788.77,41.49
3,11,11,840.35,37.42
3,11,12,821.05,38.47
3,11,13,740.98,44.27
3,11,14,585.19,53.27
3,11,15,388.73,64.09
3,11,16,171.24,75.88
3,11,17,21.84,87.38
3,11,18,0,-999
3,11,19,0,-999
3,11,20,0,-999
3,11,21,0,-999
3,11,22,0,-999
3,11,23,0,-999
3,12,0,0,-999
3,12,1,0,-999
3,12,2,0,-999
3,12,3,0,-999
3,12,4,0,-999
3,12,5,0,-999
3,12,6,32.13,82.96
3,12,7,126.26,70.83
3,12,8,227.04,59.33
3,12,9,302.12,49.07
3,12,10,472.77,41.11
3,12,11,633.04,37.02
3,12,12,625.43,38.11
3,12,13,408.3,43.97
3,12,14,215.55,53.02
3,12,15,83.21,63.88
3,12,16,42.62,75.7
3,12,17,13.23,87.27
3,12,18,0,-999
3,12,19,0,-999
3,12,20,0,-999
3,12,21,0,-999
3,12,22,0,-999
3,12,23,0,-999
3,13,0,0,-999
3,13,1,0,-999
3,13,2,0,-999
3,13,3,0,-999
3,13,4,0,-999
3,13,5,0,-999
3,13,6,30.8,82.66
3,13,7,80.54,70.54
3,13,8,216.36,59.01
3,13,9,316.63,48.72
3,13,10,389.05,40.73
3,13,11,513.28,36.62
3,13,12,355.69,37.75
3,13,13,312.34,43.67
3,13,14,241.38,52.78
3,13,15,120.31,63.68
3,13,16,40.16,75.52
3,13,17,12.61,87.16
3,13,18,0,-999
3,13,19,0,-999
3,13,20,0,-999
3,13,21,0,-999
3,13,22,0,-999
3,13,23,0,-999
3,14,0,0,-999
3,14,1,0,-999
3,14,2,0,-999
3,14,3,0,-999
3,14,4,0,-999
3,14,5,0,-999
3,14,6,29.72,82.35
3,14,7,83.8,70.25
3,14,8,153.59,58.7
3,14,9,235.59,48.37
3,14,10,325.6,40.34
3,14,11,531.91,36.23
3,14,12,606.84,37.38
3,14,13,602.64,43.38
3,14,14,444.43,52.55
3,14,15,297.81,63.48
3,14,16,134.98,75.35
3,14,17,20.97,87.05
3,14,18,0,-999
3,14,19,0,-999
3,14,20,0,-999
3,14,21,0,-999
3,14,22,0,-999
3,14,23,0,-999
3,15,0,0,-999
3,15,1,0,-999
3,15,2,0,-999
3,15,3,0,-999
3,15,4,0,-999
3,15,5,0,-999
3,15,6,61.68,82.04
3,15,7,222.06,69.95
3,15,8,408.84,58.38
3,15,9,602.23,48.02
3,15,10,709.12,39.95
3,15,11,766.99,35.84
3,15,12,706.2,37.02
3,15,13,510.28,43.08
3,15,14,438.84,52.3
3,15,15,275.74,63.28
3,15,16,120.16,75.18
3,15,17,21.57,86.95
3,15,18,0,-999
3,15,19,0,-999
3,15,20,0,-999
3,15,21,0,-999
3,15,22,0,-999
3,15,23,0,-999
3,16,0,0,-999
3,16,1,0,-999
3,16,2,0,-999
3,16,3,0,-999
3,16,4,0,-999
3,16,5,0,-999
3,16,6,78.48,81.72
3,16,7,253.22,69.66
3,16,8,460.91,58.06
3,16,9,644.28,47.67
3,16,10,769.29,39.57
3,16,11,812.84,35.44
3,16,12,818.59,36.66
3,16,13,659.02,42.78
3,16,14,516.68,52.07
3,16,15,372.59,63.09
3,16,16,178.19,75.01
3,16,17,24.88,86.83
3,16,18,0,-999
3,16,19,0,-999
3,16,20,0,-999
3,16,21,0,-999
3,16,22,0,-999
3,16,23,0,-999
3,17,0,0,-999
3,17,1,0,-999
3,17,2,0,-999
3,17,3,0,-999
3,17,4,0,-999
3,17,5,0,-999
3,17,6,62.8,81.39
3,17,7,205.51,69.37
3,17,8,375,57.74
3,17,9,510.13,47.32
3,17,10,486.66,39.19
3,17,11,323.27,35.04
3,17,12,240.41,36.3
3,17,13,181.45,42.49
3,17,14,63.08,51.84
3,17,15,128.04,62.9
3,17,16,54.99,74.84
3,17,17,14.98,86.72
3,17,18,0,-999
3,17,19,0,-999
3,17,20,0,-999
3,17,21,0,-999
3,17,22,0,-999
3,17,23,0,-999
3,18,0,0,-999
3,18,1,0,-999
3,18,2,0,-999
3,18,3,0,-999
3,18,4,0,-999
3,18,5,0,-999
3,18,6,45.74,81.06
3,18,7,115.92,69.07
3,18,8,196.21,57.43
3,18,9,245.62,46.97
3,18,10,325.97,38.8
3,18,11,402.79,34.64
3,18,12,435.36,35.95
3,18,13,419.36,42.2
3,18,14,369.07,51.6
3,18,15,164.2,62.7
3,18,16,62.65,74.66
3,18,17,20.62,86.6
3,18,18,0,-999
3,18,19,0,-999
3,18,20,0,-999
3,18,21,0,-999
3,18,22,0,-999
3,18,23,0,-999
3,19,0,0,-999
3,19,1,0,-999
3,19,2,0,-999
3,19,3,0,-999
3,19,4,0,-999
3,19,5,0,-999
3,19,6,60.95,80.72
3,19,7,165.46,68.78
3,19,8,294.77,57.11
3,19,9,404.91,46.62
3,19,10,542.59,38.41
3,19,11,598.19,34.24
3,19,12,354.01,35.59
3,19,13,271.74,41.91
3,19,14,155.29,51.38
3,19,15,147.41,62.52
3,19,16,94.34,74.5
3,19,17,21.2,86.48
3,19,18,0,-999
3,19,19,0,-999
3,19,20,0,-999
3,19,21,0,-999
3,19,22,0,-999
3,19,23,0,-999
3,20,0,0,-999
3,20,1,0,-999
3,20,2,0,-999
3,20,3,0,-999
3,20,4,0,-999
3,20,5,0,-999
3,20,6,45.72,80.37
3,20,7,169.6,68.48
3,20,8,224.47,56.8
3,20,9,300.04,46.27
3,20,10,397.97,38.03
3,20,11,420.34,33.84
3,20,12,425.45,35.23
3,20,13,269.63,41.62
3,20,14,222.38,51.15
3,20,15,174.92,62.32
3,20,16,79.84,74.34
3,20,17,16.02,86.37
3,20,18,0,-999
3,20,19,0,-999
3,20,20,0,-999
3,20,21,0,-999
3,20,22,0,-999
3,20,23,0,-999
3,21,0,0,-999
3,21,1,0,-999
3,21,2,0,-999
3,21,3,0,-999
3,21,4,0,-999
3,21,5,0,-999
3,21,6,68.39,80.02
3,21,7,195.18,68.2
3,21,8,376.55,56.48
3,21,9,535.66,45.92
3,21,10,558.98,37.64
3,21,11,675.26,33.45
3,21,12,642.85,34.88
3,21,13,645.89,41.34
3,21,14,547.38,50.92
3,21,15,359.4,62.14
3,21,16,170.3,74.17
3,21,17,31.84,86.24
3,21,18,0,-999
3,21,19,0,-999
3,21,20,0,-999
3,21,21,0,-999
3,21,22,0,-999
3,21,23,0,-999
3,22,0,0,-999
3,22,1,0,-999
3,22,2,0,-999
3,22,3,0,-999
3,22,4,0,-999
3,22,5,0,-999
3,22,6,130.14,79.66
3,22,7,318.43,67.9
3,22,8,487.64,56.16
3,22,9,709.16,45.58
3,22,10,818.36,37.26
3,22,11,846.2,33.05
3,22,12,820.48,34.52
3,22,13,699.77,41.05
3,22,14,613.37,50.7
3,22,15,412.39,61.95
3,22,16,200.05,74.01
3,22,17,29.84,86.12
3,22,18,0,-999
3,22,19,0,-999
3,22,20,0,-999
3,22,21,0,-999
3,22,22,0,-999
3,22,23,0,-999
3,23,0,0,-999
3,23,1,0,-999
3,23,2,0,-999
3,23,3,0,-999
3,23,4,0,-999
3,23,5,7.43,89.4
3,23,6,100.9,79.9
3,23,7,279.64,67.61
3,23,8,475.2,55.85
3,23,9,612.91,45.23
3,23,10,757.82,36.88
3,23,11,799.8,32.65
3,23,12,778.74,34.16
3,23,13,697.22,40.77
3,23,14,461.74,50.48
3,23,15,296.54,61.77
3,23,16,132.62,73.84
3,23,17,25.87,86
3,23,18,0,-999
3,23,19,0,-999
3,23,20,0,-999
3,23,21,0,-999
3,23,22,0,-999
3,23,23,0,-999
3,24,0,0,-999
3,24,1,0,-999
3,24,2,0,-999
3,24,3,0,-999
3,24,4,0,-999
3,24,5,7.35,89.31
3,24,6,80.22,79.62
3,24,7,254.05,67.31
3,24,8,469.77,55.54
3,24,9,690.07,44.88
3,24,10,785.09,36.49
3,24,11,750.25,32.25
3,24,12,758.48,33.81
3,24,13,682.33,40.49
3,24,14,505.92,50.25
3,24,15,324.59,61.59
3,24,16,152.13,73.68
3,24,17,28.14,85.88
3,24,18,0,-999
3,24,19,0,-999
3,24,20,0,-999
3,24,21,0,-999
3,24,22,0,-999
3,24,23,0,-999
3,25,0,0,-999
3,25,1,0,-999
3,25,2,0,-999
3,25,3,0,-999
3,25,4,0,-999
3,25,5,7.19,89.21
3,25,6,88.29,79.34
3,25,7,277.59,67.02
3,25,8,478.43,55.23
3,25,9,662.27,44.54
3,25,10,744.72,36.11
3,25,11,812.28,31.86
3,25,12,792.2,33.46
3,25,13,743.52,40.22
3,25,14,586.66,50.04
3,25,15,393.85,61.41
3,25,16,182.31,73.52
3,25,17,33.04,85.75
3,25,18,0,-999
3,25,19,0,-999
3,25,20,0,-999
3,25,21,0,-999
3,25,22,0,-999
3,25,23,0,-999
3,26,0,0,-999
3,26,1,0,-999
3,26,2,0,-999
3,26,3,0,-999
3,26,4,0,-999
3,26,5,7.07,89.11
3,26,6,101.8,79.05
3,26,7,304.12,66.73
3,26,8,505.84,54.91
3,26,9,656.17,44.2
3,26,10,801.7,35.73
3,26,11,874.69,31.46
3,26,12,756.12,33.12
3,26,13,627.83,39.95
3,26,14,487.31,49.82
3,26,15,362.09,61.23
3,26,16,172.97,73.36
3,26,17,24.47,85.62
3,26,18,0,-999
3,26,19,0,-999
3,26,20,0,-999
3,26,21,0,-999
3,26,22,0,-999
3,26,23,0,-999
3,27,0,0,-999
3,27,1,0,-999
3,27,2,0,-999
3,27,3,0,-999
3,27,4,0,-999
3,27,5,7.16,89.01
3,27,6,87.09,78.77
3,27,7,240.33,66.45
3,27,8,405.81,54.61
3,27,9,557.41,43.85
3,27,10,670.51,35.34
3,27,11,656.88,31.07
3,27,12,662,32.77
3,27,13,568.14,39.67
3,27,14,429.23,49.61
3,27,15,289.04,61.05
3,27,16,144.02,73.2
3,27,17,26.57,85.49
3,27,18,0,-999
3,27,19,0,-999
3,27,20,0,-999
3,27,21,0,-999
3,27,22,0,-999
3,27,23,0,-999
3,28,0,0,-999
3,28,1,0,-999
3,28,2,0,-999
3,28,3,0,-999
3,28,4,0,-999
3,28,5,7.66,88.89
3,28,6,96.07,78.5
3,28,7,204.62,66.16
3,28,8,391.66,54.3
3,28,9,531.66,43.52
3,28,10,641.4,34.96
3,28,11,662.67,30.68
3,28,12,720.07,32.42
3,28,13,645.27,39.4
3,28,14,447.84,49.4
3,28,15,301.43,60.88
3,28,16,149.31,73.05
3,28,17,30.92,85.36
3,28,18,0,-999
3,28,19,0,-999
3,28,20,0,-999
3,28,21,0,-999
3,28,22,0,-999
3,28,23,0,-999
3,29,0,0,-999
3,29,1,0,-999
3,29,2,0,-999
3,29,3,0,-999
3,29,4,0,-999
3,29,5,10.21,88.77
3,29,6,129.98,78.22
3,29,7,303.32,65.87
3,29,8,483.19,53.99
3,29,9,626.22,43.17
3,29,10,713.63,34.59
3,29,11,798.06,30.28
3,29,12,806.2,32.09
3,29,13,751.32,39.13
3,29,14,581.59,49.19
3,29,15,361.65,60.7
3,29,16,179.13,72.89
3,29,17,34.83,85.23
3,29,18,0,-999
3,29,19,0,-999
3,29,20,0,-999
3,29,21,0,-999
3,29,22,0,-999
3,29,23,0,-999
3,30,0,0,-999
3,30,1,0,-999
3,30,2,0,-999
3,30,3,0,-999
3,30,4,0,-999
3,30,5,8.84,88.64
3,30,6,71.16,77.95
3,30,7,179.53,65.59
3,30,8,278.31,53.69
3,30,9,459.27,42.84
3,30,10,636.09,34.21
3,30,11,724.06,29.9
3,30,12,726.77,31.74
3,30,13,592.95,38.87
3,30,14,341.4,48.98
3,30,15,163.54,60.53
3,30,16,74.57,72.73
3,30,17,9.5,85.1
3,30,18,0,-999
3,30,19,0,-999
3,30,20,0,-999
3,30,21,0,-999
3,30,22,0,-999
3,30,23,0,-999
3,31,0,0,-999
3,31,1,0,-999
3,31,2,0,-999
3,31,3,0,-999
3,31,4,0,-999
3,31,5,10.52,88.52
3,31,6,42.09,77.66
3,31,7,169.02,65.3
3,31,8,250.4,53.38
3,31,9,496.41,42.5
3,31,10,548.01,33.84
3,31,11,585.11,29.51
3,31,12,708.16,31.41
3,31,13,628.15,38.61
3,31,14,578.15,48.77
3,31,15,403.01,60.36
3,31,16,199.92,72.58
3,31,17,40.77,84.96
3,31,18,0,-999
3,31,19,0,-999
3,31,20,0,-999
3,31,21,0,-999
3,31,22,0,-999
3,31,23,0,-999
4,1,0,0,-999
4,1,1,0,-999
4,1,2,0,-999
4,1,3,0,-999
4,1,4,0,-999
4,1,5,9.74,88.38
4,1,6,61.3,77.39
4,1,7,159.95,65.02
4,1,8,301.28,53.09
4,1,9,422.19,42.17
4,1,10,568.46,33.46
4,1,11,674.9,29.12
4,1,12,677.63,31.07
4,1,13,546.02,38.35
4,1,14,450.7,48.58
4,1,15,315.85,60.19
4,1,16,159.77,72.43
4,1,17,27.78,84.83
4,1,18,0,-999
4,1,19,0,-999
4,1,20,0,-999
4,1,21,0,-999
4,1,22,0,-999
4,1,23,0,-999
4,2,0,0,-999
4,2,1,0,-999
4,2,2,0,-999
4,2,3,0,-999
4,2,4,0,-999
4,2,5,14.11,88.23
4,2,6,140.09,77.12
4,2,7,345.63,64.74
4,2,8,555.63,52.78
4,2,9,629.16,41.84
4,2,10,813.77,33.09
4,2,11,867.2,28.73
4,2,12,853.75,30.73
4,2,13,766.45,38.09
4,2,14,626.34,48.38
4,2,15,442.23,60.02
4,2,16,235.92,72.28
4,2,17,46.12,84.7
4,2,18,0,-999
4,2,19,0,-999
4,2,20,0,-999
4,2,21,0,-999
4,2,22,0,-999
4,2,23,0,-999
4,3,0,0,-999
4,3,1,0,-999
4,3,2,0,-999
4,3,3,0,-999
4,3,4,0,-999
4,3,5,16.2,88.09
4,3,6,150.65,76.85
4,3,7,362.15,64.46
4,3,8,578.98,52.48
4,3,9,730.09,41.51
4,3,10,747.34,32.72
