MO,DY,HR,ALLSKY_SFC_SW_DWN,SZA
4,3,11,750.5,28.35
4,3,12,717.75,30.41
4,3,13,733.05,37.84
4,3,14,536.35,48.18
4,3,15,434.48,59.86
4,3,16,246.41,72.12
4,3,17,49.9,84.55
4,3,18,0,-999
4,3,19,0,-999
4,3,20,0,-999
4,3,21,0,-999
4,3,22,0,-999
4,3,23,0,-999
4,4,0,0,-999
4,4,1,0,-999
4,4,2,0,-999
4,4,3,0,-999
4,4,4,0,-999
4,4,5,16.26,87.94
4,4,6,157.5,76.58
4,4,7,378.23,64.19
4,4,8,592.79,52.2
4,4,9,761.41,41.18
4,4,10,870.54,32.35
4,4,11,929.12,27.97
4,4,12,903.7,30.08
4,4,13,827.6,37.59
4,4,14,687.17,47.98
4,4,15,468.41,59.7
4,4,16,245.98,71.98
4,4,17,50.57,84.41
4,4,18,0,-999
4,4,19,0,-999
4,4,20,0,-999
4,4,21,0,-999
4,4,22,0,-999
4,4,23,0,-999
4,5,0,0,-999
4,5,1,0,-999
4,5,2,0,-999
4,5,3,0,-999
4,5,4,0,-999
4,5,5,15.87,87.77
4,5,6,128.23,76.31
4,5,7,290.09,63.91
4,5,8,455.29,51.9
4,5,9,590.36,40.86
4,5,10,711.9,31.98
4,5,11,590.99,27.59
4,5,12,554.3,29.75
4,5,13,529.9,37.34
4,5,14,447.34,47.79
4,5,15,310.71,59.53
4,5,16,152.53,71.83
4,5,17,37.11,84.27
4,5,18,0,-999
4,5,19,0,-999
4,5,20,0,-999
4,5,21,0,-999
4,5,22,0,-999
4,5,23,0,-999
4,6,0,0,-999
4,6,1,0,-999
4,6,2,0,-999
4,6,3,0,-999
4,6,4,0,-999
4,6,5,20.54,87.62
4,6,6,143.85,76.05
4,6,7,332.94,63.64
4,6,8,534.95,51.62
4,6,9,593.09,40.54
4,6,10,643.1,31.62
4,6,11,744.55,27.2
4,6,12,552.8,29.43
4,6,13,661.65,37.09
4,6,14,630.2,47.6
4,6,15,443.46,59.38
4,6,16,241,71.68
4,6,17,59.12,84.13
4,6,18,0,-999
4,6,19,0,-999
4,6,20,0,-999
4,6,21,0,-999
4,6,22,0,-999
4,6,23,0,-999
4,7,0,0,-999
4,7,1,0,-999
4,7,2,0,-999
4,7,3,0,-999
4,7,4,0,-999
4,7,5,22.81,87.45
4,7,6,155.41,75.79
4,7,7,356.91,63.38
4,7,8,563.59,51.33
4,7,9,692.95,40.22
4,7,10,805.47,31.27
4,7,11,858.18,26.83
4,7,12,796.9,29.11
4,7,13,792.31,36.85
4,7,14,646.8,47.41
4,7,15,454.16,59.21
4,7,16,242.4,71.53
4,7,17,54.35,83.98
4,7,18,0,-999
4,7,19,0,-999
4,7,20,0,-999
4,7,21,0,-999
4,7,22,0,-999
4,7,23,0,-999
4,8,0,0,-999
4,8,1,0,-999
4,8,2,0,-999
4,8,3,0,-999
4,8,4,0,-999
4,8,5,24.53,87.27
4,8,6,177.66,75.52
4,8,7,401.64,63.11
4,8,8,609.2,51.05
4,8,9,733.24,39.91
4,8,10,738.12,30.91
4,8,11,835.75,26.45
4,8,12,705.35,28.79
4,8,13,683.7,36.62
4,8,14,541.7,47.23
4,8,15,371.55,59.05
4,8,16,194.34,71.39
4,8,17,42.02,83.84
4,8,18,0,-999
4,8,19,0,-999
4,8,20,0,-999
4,8,21,0,-999
4,8,22,0,-999
4,8,23,0,-999
4,9,0,0,-999
4,9,1,0,-999
4,9,2,0,-999
4,9,3,0,-999
4,9,4,0,-999
4,9,5,26.98,87.1
4,9,6,179.33,75.27
4,9,7,402.27,62.84
4,9,8,607.47,50.77
4,9,9,637.73,39.59
4,9,10,728.68,30.55
4,9,11,718.13,26.09
4,9,12,545.17,28.48
4,9,13,484.55,36.38
4,9,14,381.78,47.04
4,9,15,171.95,58.9
4,9,16,90.84,71.24
4,9,17,21.32,83.7
4,9,18,0,-999
4,9,19,0,-999
4,9,20,0,-999
4,9,21,0,-999
4,9,22,0,-999
4,9,23,0,-999
4,10,0,0,-999
4,10,1,0,-999
4,10,2,0,-999
4,10,3,0,-999
4,10,4,0,-999
4,10,5,18.77,86.92
4,10,6,80.16,75.02
4,10,7,224.82,62.59
4,10,8,365.99,50.48
4,10,9,476.12,39.29
4,10,10,449.55,30.2
4,10,11,334.67,25.71
4,10,12,322.21,28.16
4,10,13,511.65,36.14
4,10,14,301.52,46.86
4,10,15,185.23,58.74
4,10,16,83.21,71.1
4,10,17,25.3,83.55
4,10,18,0,-999
4,10,19,0,-999
4,10,20,0,-999
4,10,21,0,-999
4,10,22,0,-999
4,10,23,0,-999
4,11,0,0,-999
4,11,1,0,-999
4,11,2,0,-999
4,11,3,0,-999
4,11,4,0,-999
4,11,5,22.2,86.74
4,11,6,143.64,74.76
4,11,7,326.99,62.33
4,11,8,505.66,50.21
4,11,9,656.53,38.98
4,11,10,730.12,29.85
4,11,11,775.85,25.34
4,11,12,608.02,27.85
4,11,13,623.02,35.91
4,11,14,515.3,46.68
4,11,15,346.68,58.59
4,11,16,175.53,70.95
4,11,17,45.42,83.4
4,11,18,0,-999
4,11,19,0,-999
4,11,20,0,-999
4,11,21,0,-999
4,11,22,0,-999
4,11,23,0,-999
4,12,0,0,-999
4,12,1,0,-999
4,12,2,0,-999
4,12,3,0,-999
4,12,4,0,-999
4,12,5,31.47,86.55
4,12,6,205.52,74.51
4,12,7,420.07,62.07
4,12,8,616.94,49.95
4,12,9,808.25,38.68
4,12,10,844.29,29.51
4,12,11,906.98,24.98
4,12,12,860.76,27.55
4,12,13,820.33,35.69
4,12,14,637.05,46.5
4,12,15,461.18,58.44
4,12,16,253.53,70.81
4,12,17,66.51,83.24
4,12,18,0,-999
4,12,19,0,-999
4,12,20,0,-999
4,12,21,0,-999
4,12,22,0,-999
4,12,23,0,-999
4,13,0,0,-999
4,13,1,0,-999
4,13,2,0,-999
4,13,3,0,-999
4,13,4,0,-999
4,13,5,35.41,86.36
4,13,6,211.02,74.27
4,13,7,431.54,61.82
4,13,8,649.07,49.68
4,13,9,817.94,38.38
4,13,10,924.83,29.16
4,13,11,955.33,24.62
4,13,12,924.95,27.24
4,13,13,843.57,35.46
4,13,14,699.2,46.33
4,13,15,509.76,58.29
4,13,16,289.28,70.67
4,13,17,75.4,83.09
4,13,18,0,-999
4,13,19,0,-999
4,13,20,0,-999
4,13,21,0,-999
4,13,22,0,-999
4,13,23,0,-999
4,14,0,0,-999
4,14,1,0,-999
4,14,2,0,-999
4,14,3,0,-999
4,14,4,0,-999
4,14,5,36.53,86.17
4,14,6,207.3,74.02
4,14,7,417.84,61.57
4,14,8,633.5,49.41
4,14,9,803.42,38.09
4,14,10,904.94,28.83
4,14,11,942.48,24.26
4,14,12,916.75,26.95
4,14,13,824.82,35.23
4,14,14,678.66,46.16
4,14,15,478.12,58.14
4,14,16,264.09,70.53
4,14,17,65.01,82.94
4,14,18,0,-999
4,14,19,0,-999
4,14,20,0,-999
4,14,21,0,-999
4,14,22,0,-999
4,14,23,0,-999
4,15,0,0,-999
4,15,1,0,-999
4,15,2,0,-999
4,15,3,0,-999
4,15,4,0,-999
4,15,5,35.06,85.97
4,15,6,206.49,73.78
4,15,7,422.77,61.33
4,15,8,634.7,49.16
4,15,9,780.56,37.8
4,15,10,848,28.49
4,15,11,879.64,23.91
4,15,12,901.37,26.65
4,15,13,753.48,35.02
4,15,14,531.82,45.98
4,15,15,365.27,57.99
4,15,16,185.87,70.39
4,15,17,47.1,82.78
4,15,18,0,-999
4,15,19,0,-999
4,15,20,0,-999
4,15,21,0,-999
4,15,22,0,-999
4,15,23,0,-999
4,16,0,0,-999
4,16,1,0,-999
4,16,2,0,-999
4,16,3,0,-999
4,16,4,0,-999
4,16,5,32.99,85.77
4,16,6,186.21,73.54
4,16,7,378.89,61.09
4,16,8,572.7,48.9
4,16,9,759.8,37.52
4,16,10,861.89,28.16
4,16,11,930.04,23.55
4,16,12,871.19,26.35
4,16,13,769.27,34.8
4,16,14,550.72,45.81
4,16,15,288.94,57.85
4,16,16,146.16,70.25
4,16,17,28.17,82.62
4,16,18,0,-999
4,16,19,0,-999
4,16,20,0,-999
4,16,21,0,-999
4,16,22,0,-999
4,16,23,0,-999
4,17,0,0,-999
4,17,1,0,-999
4,17,2,0,-999
4,17,3,0,-999
4,17,4,0,-999
4,17,5,22.55,85.57
4,17,6,127.91,73.3
4,17,7,270.46,60.85
4,17,8,400.01,48.65
4,17,9,586.26,37.24
4,17,10,614.45,27.84
4,17,11,770.86,23.2
4,17,12,717.93,26.06
4,17,13,615.13,34.59
4,17,14,492.33,45.65
4,17,15,374.58,57.7
4,17,16,200.25,70.12
4,17,17,47.19,82.47
4,17,18,0,-999
4,17,19,0,-999
4,17,20,0,-999
4,17,21,0,-999
4,17,22,0,-999
4,17,23,0,-999
4,18,0,0,-999
4,18,1,0,-999
4,18,2,0,-999
4,18,3,0,-999
4,18,4,0,-999
4,18,5,39.57,85.37
4,18,6,217.48,73.07
4,18,7,437.32,60.62
4,18,8,649.55,48.41
4,18,9,812.05,36.96
4,18,10,916.8,27.52
4,18,11,945.69,22.85
4,18,12,928.23,25.78
4,18,13,839.01,34.38
4,18,14,687.03,45.48
4,18,15,510.2,57.56
4,18,16,294.17,69.98
4,18,17,79.25,82.31
4,18,18,0,-999
4,18,19,0,-999
4,18,20,0,-999
4,18,21,0,-999
4,18,22,0,-999
4,18,23,0,-999
4,19,0,0,-999
4,19,1,0,-999
4,19,2,0,-999
4,19,3,0,-999
4,19,4,0,-999
4,19,5,41.79,85.16
4,19,6,199.36,72.84
4,19,7,402.16,60.38
4,19,8,613.32,48.16
4,19,9,774.84,36.69
4,19,10,875.95,27.2
4,19,11,888.5,22.52
4,19,12,898.01,25.49
4,19,13,827.96,34.17
4,19,14,653.27,45.32
4,19,15,482.41,57.42
4,19,16,272.62,69.84
4,19,17,72.2,82.15
4,19,18,0,-999
4,19,19,0,-999
4,19,20,0,-999
4,19,21,0,-999
4,19,22,0,-999
4,19,23,0,-999
4,20,0,0,-999
4,20,1,0,-999
4,20,2,0,-999
4,20,3,0,-999
4,20,4,0,-999
4,20,5,39.3,84.95
4,20,6,196.45,72.62
4,20,7,382.69,60.16
4,20,8,590.52,47.92
4,20,9,768.56,36.42
4,20,10,871.07,26.88
4,20,11,926.11,22.17
4,20,12,915.51,25.22
4,20,13,832.76,33.97
4,20,14,681.24,45.16
4,20,15,494.4,57.28
4,20,16,279.49,69.7
4,20,17,77.05,81.98
4,20,18,0,-999
4,20,19,0,-999
4,20,20,0,-999
4,20,21,0,-999
4,20,22,0,-999
4,20,23,0,-999
4,21,0,0,-999
4,21,1,0,-999
4,21,2,0,-999
4,21,3,0,-999
4,21,4,0,-999
4,21,5,36.05,84.75
4,21,6,169.62,72.4
4,21,7,344.04,59.94
4,21,8,510.88,47.69
4,21,9,666.33,36.16
4,21,10,732.26,26.57
4,21,11,843.59,21.84
4,21,12,770.55,24.94
4,21,13,623.59,33.77
4,21,14,478.1,45
4,21,15,385.31,57.14
4,21,16,240.36,69.57
4,21,17,65.09,81.82
4,21,18,0,-999
4,21,19,0,-999
4,21,20,0,-999
4,21,21,0,-999
4,21,22,0,-999
4,21,23,0,-999
4,22,0,0,-999
4,22,1,0,-999
4,22,2,0,-999
4,22,3,0,-999
4,22,4,0,-999
4,22,5,46.84,84.54
4,22,6,200.1,72.18
4,22,7,398.72,59.72
4,22,8,644.74,47.45
4,22,9,800.47,35.9
4,22,10,916.39,26.27
4,22,11,952.23,21.5
4,22,12,932.56,24.67
4,22,13,849.68,33.57
4,22,14,705.33,44.84
4,22,15,514.88,57
4,22,16,298.63,69.44
4,22,17,88.02,81.66
4,22,18,0,-999
4,22,19,0,-999
4,22,20,0,-999
4,22,21,0,-999
4,22,22,0,-999
4,22,23,0,-999
4,23,0,0,-999
4,23,1,0,-999
4,23,2,0,-999
4,23,3,0,-999
4,23,4,0,-999
4,23,5,50.54,84.33
4,23,6,223.9,71.97
4,23,7,395.34,59.51
4,23,8,579.78,47.23
4,23,9,739.62,35.65
4,23,10,832.23,25.97
4,23,11,853.05,21.17
4,23,12,817.86,24.4
4,23,13,683.9,33.38
4,23,14,533.85,44.69
4,23,15,314.02,56.86
4,23,16,162.95,69.3
4,23,17,48.31,81.48
4,23,18,0,-999
4,23,19,0,-999
4,23,20,0,-999
4,23,21,0,-999
4,23,22,0,-999
4,23,23,0,-999
4,24,0,0,-999
4,24,1,0,-999
4,24,2,0,-999
4,24,3,0,-999
4,24,4,0,-999
4,24,5,36.06,84.12
4,24,6,121.67,71.76
4,24,7,258.45,59.3
4,24,8,400.52,47.01
4,24,9,431.22,35.4
4,24,10,364.59,25.67
4,24,11,284.8,20.84
4,24,12,374.73,24.13
4,24,13,436.8,33.18
4,24,14,158.65,44.54
4,24,15,243.05,56.73
4,24,16,128.09,69.17
4,24,17,28.33,81.32
4,24,18,0,-999
4,24,19,0,-999
4,24,20,0,-999
4,24,21,0,-999
4,24,22,0,-999
4,24,23,0,-999
4,25,0,0,-999
4,25,1,0,-999
4,25,2,0,-999
4,25,3,0,-999
4,25,4,0,-999
4,25,5,33.37,83.91
4,25,6,137.7,71.55
4,25,7,280.59,59.09
4,25,8,427.23,46.8
4,25,9,525.41,35.16
4,25,10,652.91,25.38
4,25,11,756.67,20.52
4,25,12,504.5,23.88
4,25,13,515.69,32.99
4,25,14,210.77,44.38
4,25,15,163.99,56.59
4,25,16,89.73,69.04
4,25,17,20.45,81.15
4,25,18,0,-999
4,25,19,0,-999
4,25,20,0,-999
4,25,21,0,-999
4,25,22,0,-999
4,25,23,0,-999
4,26,0,0,-999
4,26,1,0,-999
4,26,2,0,-999
4,26,3,0,-999
4,26,4,0,-999
4,26,5,53.69,83.7
4,26,6,168.7,71.35
4,26,7,332.23,58.89
4,26,8,494.34,46.59
4,26,9,675.91,34.92
4,26,10,667.52,25.09
4,26,11,825.17,20.2
4,26,12,880.05,23.62
4,26,13,763.48,32.8
4,26,14,626.63,44.23
4,26,15,409.36,56.46
4,26,16,236.26,68.91
4,26,17,67.9,80.98
4,26,18,0,-999
4,26,19,0,-999
4,26,20,0,-999
4,26,21,0,-999
4,26,22,0,-999
4,26,23,0,-999
4,27,0,0,-999
4,27,1,0,-999
4,27,2,0,-999
4,27,3,0,-999
4,27,4,0,-999
4,27,5,68.12,83.48
4,27,6,225.7,71.16
4,27,7,441.16,58.7
4,27,8,635.27,46.38
4,27,9,720.55,34.69
4,27,10,902.15,24.81
4,27,11,901.4,19.89
4,27,12,851.82,23.36
4,27,13,744.55,32.62
4,27,14,613.87,44.09
4,27,15,470.38,56.33
4,27,16,280.78,68.77
4,27,17,101.3,80.8
4,27,18,0,-999
4,27,19,0,-999
4,27,20,0,-999
4,27,21,0,-999
4,27,22,0,-999
4,27,23,0,-999
4,28,0,0,-999
4,28,1,0,-999
4,28,2,0,-999
4,28,3,0,-999
4,28,4,0,-999
4,28,5,63.63,83.27
4,28,6,250.08,70.96
4,28,7,463.39,58.5
4,28,8,683.88,46.17
4,28,9,860.47,34.46
4,28,10,956.94,24.54
4,28,11,996.98,19.58
4,28,12,970.61,23.11
4,28,13,883.12,32.44
4,28,14,741.1,43.95
4,28,15,546.52,56.2
4,28,16,324.48,68.64
4,28,17,110.09,80.63
4,28,18,0,-999
4,28,19,0,-999
4,28,20,0,-999
4,28,21,0,-999
4,28,22,0,-999
4,28,23,0,-999
4,29,0,0,-999
4,29,1,0,-999
4,29,2,0,-999
4,29,3,0,-999
4,29,4,0,-999
4,29,5,58.14,83.06
4,29,6,206.82,70.77
4,29,7,390.27,58.31
4,29,8,617.17,45.98
4,29,9,767.8,34.23
4,29,10,712.84,24.27
4,29,11,657.61,19.27
4,29,12,700.69,22.87
4,29,13,645.97,32.26
4,29,14,527.06,43.8
4,29,15,396.37,56.06
4,29,16,229.77,68.52
4,29,17,70.2,80.45
4,29,18,0,-999
4,29,19,0,-999
4,29,20,0,-999
4,29,21,0,-999
4,29,22,0,-999
4,29,23,0,-999
4,30,0,0,-999
4,30,1,0,-999
4,30,2,0,-999
4,30,3,0,-999
4,30,4,0,-999
4,30,5,57.06,82.85
4,30,6,226.7,70.59
4,30,7,433.9,58.13
4,30,8,627.55,45.79
4,30,9,822.88,34.02
4,30,10,911.23,24
4,30,11,842.07,18.98
4,30,12,866.52,22.62
4,30,13,835.61,32.09
4,30,14,678.33,43.66
4,30,15,477.61,55.94
4,30,16,260.38,68.38
4,30,17,86.09,80.27
4,30,18,0,-999
4,30,19,0,-999
4,30,20,0,-999
4,30,21,0,-999
4,30,22,0,-999
4,30,23,0,-999
5,1,0,0,-999
5,1,1,0,-999
5,1,2,0,-999
5,1,3,0,-999
5,1,4,0,-999
5,1,5,72.07,82.64
5,1,6,253.22,70.41
5,1,7,443.47,57.95
5,1,8,668.03,45.6
5,1,9,847.05,33.81
5,1,10,910.38,23.74
5,1,11,968.82,18.68
5,1,12,920.73,22.38
5,1,13,843.52,31.91
5,1,14,703.64,43.52
5,1,15,542.95,55.8
5,1,16,331.02,68.26
5,1,17,117.25,80.1
5,1,18,0,-999
5,1,19,0,-999
5,1,20,0,-999
5,1,21,0,-999
5,1,22,0,-999
5,1,23,0,-999
5,2,0,0,-999
5,2,1,0,-999
5,2,2,0,-999
5,2,3,0,-999
5,2,4,0,-999
5,2,5,82.39,82.44
5,2,6,282.78,70.23
5,2,7,497.62,57.78
5,2,8,686.66,45.42
5,2,9,769.82,33.6
5,2,10,899.18,23.49
5,2,11,915.63,18.38
5,2,12,848.95,22.15
5,2,13,662.18,31.74
5,2,14,550.49,43.38
5,2,15,413.25,55.68
5,2,16,255.26,68.12
5,2,17,106.38,79.92
5,2,18,0,-999
5,2,19,0,-999
5,2,20,0,-999
5,2,21,0,-999
5,2,22,0,-999
5,2,23,0,-999
5,3,0,0,-999
5,3,1,0,-999
5,3,2,0,-999
5,3,3,0,-999
5,3,4,0,-999
5,3,5,80.35,82.23
5,3,6,266.22,70.06
5,3,7,479.28,57.61
5,3,8,697.08,45.24
5,3,9,840.19,33.41
5,3,10,937.3,23.24
5,3,11,983.86,18.09
5,3,12,949.01,21.91
5,3,13,865.75,31.57
5,3,14,742.66,43.24
5,3,15,558.28,55.55
5,3,16,335.3,68
5,3,17,121.91,79.74
5,3,18,0,-999
5,3,19,0,-999
5,3,20,0,-999
5,3,21,0,-999
5,3,22,0,-999
5,3,23,0,-999
5,4,0,0,-999
5,4,1,0,-999
5,4,2,0,-999
5,4,3,0,-999
5,4,4,0,-999
5,4,5,85.58,82.03
5,4,6,273.35,69.9
5,4,7,510.34,57.45
5,4,8,681.57,45.07
5,4,9,848.23,33.21
5,4,10,923.65,23
5,4,11,955.17,17.81
5,4,12,905.9,21.69
5,4,13,843.74,31.41
5,4,14,683.87,43.11
5,4,15,540.23,55.43
5,4,16,332.43,67.88
5,4,17,120.38,80.17
5,4,18,7.57,89.4
5,4,19,0,-999
5,4,20,0,-999
5,4,21,0,-999
5,4,22,0,-999
5,4,23,0,-999
5,5,0,0,-999
5,5,1,0,-999
5,5,2,0,-999
5,5,3,0,-999
5,5,4,0,-999
5,5,5,51.51,81.83
5,5,6,147.64,69.73
5,5,7,244.8,57.29
5,5,8,375.07,44.91
5,5,9,492.76,33.02
5,5,10,524.54,22.77
5,5,11,375.69,17.53
5,5,12,654.88,21.47
5,5,13,611.12,31.24
5,5,14,422.88,42.97
5,5,15,351.4,55.3
5,5,16,183.34,67.75
5,5,17,54.84,80.04
5,5,18,6.44,89.34
5,5,19,0,-999
5,5,20,0,-999
5,5,21,0,-999
5,5,22,0,-999
5,5,23,0,-999
5,6,0,0,-999
5,6,1,0,-999
5,6,2,0,-999
5,6,3,0,-999
5,6,4,0,-999
5,6,5,74.71,81.63
5,6,6,184.33,69.58
5,6,7,347.66,57.13
5,6,8,497.54,44.74
5,6,9,577.54,32.84
5,6,10,644.33,22.53
5,6,11,659.36,17.26
5,6,12,626.02,21.25
5,6,13,608.06,31.09
5,6,14,476.24,42.84
5,6,15,270.82,55.18
5,6,16,162.53,67.62
5,6,17,53.15,79.91
5,6,18,6.71,89.3
5,6,19,0,-999
5,6,20,0,-999
5,6,21,0,-999
5,6,22,0,-999
5,6,23,0,-999
5,7,0,0,-999
5,7,1,0,-999
5,7,2,0,-999
5,7,3,0,-999
5,7,4,0,-999
5,7,5,98.09,81.44
5,7,6,292.27,69.43
5,7,7,505.3,56.98
5,7,8,720.11,44.59
5,7,9,875.9,32.66
5,7,10,962.63,22.31
5,7,11,971.91,16.99
5,7,12,932.12,21.03
5,7,13,880.87,30.93
5,7,14,733.19,42.71
5,7,15,551.74,55.06
5,7,16,339.52,67.5
5,7,17,121.66,79.77
5,7,18,7.76,89.25
5,7,19,0,-999
5,7,20,0,-999
5,7,21,0,-999
5,7,22,0,-999
5,7,23,0,-999
5,8,0,0,-999
5,8,1,0,-999
5,8,2,0,-999
5,8,3,0,-999
5,8,4,0,-999
5,8,5,94.16,81.24
5,8,6,286.87,69.28
5,8,7,510.61,56.84
5,8,8,715.48,44.44
5,8,9,867.91,32.49
5,8,10,952.38,22.09
5,8,11,985.23,16.73
5,8,12,951.28,20.82
5,8,13,853.73,30.77
5,8,14,715.88,42.58
5,8,15,526.88,54.94
5,8,16,319,67.38
5,8,17,111.68,79.64
5,8,18,7.14,89.2
5,8,19,0,-999
5,8,20,0,-999
5,8,21,0,-999
5,8,22,0,-999
5,8,23,0,-999
5,9,0,0,-999
5,9,1,0,-999
5,9,2,0,-999
5,9,3,0,-999
5,9,4,0,-999
5,9,5,31.48,81.05
5,9,6,102.72,69.13
5,9,7,85.91,56.7
5,9,8,124,44.3
5,9,9,212.13,32.33
5,9,10,216.85,21.88
5,9,11,247.62,16.47
5,9,12,342.55,20.61
5,9,13,483.54,30.62
5,9,14,549.03,42.45
5,9,15,510.18,54.82
5,9,16,313.41,67.26
5,9,17,113.42,79.51
5,9,18,7.45,89.14
5,9,19,0,-999
5,9,20,0,-999
5,9,21,0,-999
5,9,22,0,-999
5,9,23,0,-999
5,10,0,0,-999
5,10,1,0,-999
5,10,2,0,-999
5,10,3,0,-999
5,10,4,0,-999
5,10,5,108.83,80.87
5,10,6,301.14,69
5,10,7,521.77,56.56
5,10,8,725.37,44.16
5,10,9,882.77,32.17
5,10,10,904.11,21.68
5,10,11,988.95,16.21
5,10,12,949.52,20.41
5,10,13,879.36,30.47
5,10,14,749.88,42.33
5,10,15,573.93,54.7
5,10,16,356.95,67.13
5,10,17,135.03,79.38
5,10,18,8.38,89.09
5,10,19,0,-999
5,10,20,0,-999
5,10,21,0,-999
5,10,22,0,-999
5,10,23,0,-999
5,11,0,0,-999
5,11,1,0,-999
5,11,2,0,-999
5,11,3,0,-999
5,11,4,0,-999
5,11,5,111.22,80.69
5,11,6,306.49,68.87
5,11,7,506.7,56.44
5,11,8,709.34,44.02
5,11,9,884.52,32.02
5,11,10,935.63,21.48
5,11,11,965.1,15.96
5,11,12,965.3,20.2
5,11,13,885.58,30.33
5,11,14,733.88,42.2
5,11,15,539.16,54.58
5,11,16,325.84,67.02
5,11,17,114.61,79.24
5,11,18,8.22,89.03
5,11,19,0,-999
5,11,20,0,-999
5,11,21,0,-999
5,11,22,0,-999
5,11,23,0,-999
5,12,0,0,-999
5,12,1,0,-999
5,12,2,0,-999
5,12,3,0,-999
5,12,4,0,-999
5,12,5,98.91,80.51
5,12,6,304.62,68.73
5,12,7,501.51,56.31
5,12,8,718.91,43.89
5,12,9,868.91,31.87
5,12,10,957.55,21.29
5,12,11,991.24,15.72
5,12,12,967.91,20.01
5,12,13,902.95,30.18
5,12,14,750.74,42.08
5,12,15,578.76,54.47
5,12,16,366.1,66.89
5,12,17,141.32,79.12
5,12,18,8.95,88.98
5,12,19,0,-999
5,12,20,0,-999
5,12,21,0,-999
5,12,22,0,-999
5,12,23,0,-999
5,13,0,0,-999
5,13,1,0,-999
5,13,2,0,-999
5,13,3,0,-999
5,13,4,0,-999
5,13,5,100.88,80.34
5,13,6,290.34,68.61
5,13,7,506.84,56.2
5,13,8,689.69,43.77
5,13,9,860.52,31.73
5,13,10,953.96,21.1
5,13,11,987.71,15.48
5,13,12,959.01,19.82
5,13,13,885.9,30.04
5,13,14,727.6,41.96
5,13,15,527.24,54.35
5,13,16,316.88,66.77
5,13,17,116.45,78.98
5,13,18,9.22,88.91
5,13,19,0,-999
5,13,20,0,-999
5,13,21,0,-999
5,13,22,0,-999
5,13,23,0,-999
5,14,0,0,-999
5,14,1,0,-999
5,14,2,0,-999
5,14,3,0,-999
5,14,4,0,-999
5,14,5,87.7,80.16
5,14,6,252.03,68.49
5,14,7,465.6,56.08
5,14,8,631.42,43.66
5,14,9,788.87,31.59
5,14,10,901.27,20.92
5,14,11,920.65,15.25
5,14,12,899.7,19.62
5,14,13,809.35,29.9
5,14,14,691.68,41.84
5,14,15,537.22,54.23
5,14,16,333.89,66.66
5,14,17,118.24,78.86
5,14,18,9.8,88.86
5,14,19,0,-999
5,14,20,0,-999
5,14,21,0,-999
5,14,22,0,-999
5,14,23,0,-999
5,15,0,0,-999
5,15,1,0,-999
5,15,2,0,-999
5,15,3,0,-999
5,15,4,0,-999
5,15,5,93.95,80
5,15,6,292.76,68.38
5,15,7,496.67,55.97
5,15,8,702.86,43.54
5,15,9,849.77,31.46
5,15,10,940.14,20.75
5,15,11,961.77,15.02
5,15,12,937.93,19.45
5,15,13,843.12,29.76
5,15,14,717.95,41.72
5,15,15,540.52,54.12
5,15,16,324.36,66.54
5,15,17,124.38,78.73
5,15,18,9.77,88.8
5,15,19,0,-999
5,15,20,0,-999
5,15,21,0,-999
5,15,22,0,-999
5,15,23,0,-999
5,16,0,0,-999
5,16,1,0,-999
5,16,2,0,-999
5,16,3,0,-999
5,16,4,0,-999
5,16,5,117.87,79.84
5,16,6,321.46,68.27
5,16,7,544.06,55.87
5,16,8,736.84,43.43
5,16,9,882.41,31.34
5,16,10,971.66,20.59
5,16,11,987.98,14.8
5,16,12,966.14,19.27
5,16,13,882.09,29.62
5,16,14,740.51,41.61
5,16,15,546.05,54.01
5,16,16,330.67,66.42
5,16,17,123.37,78.61
5,16,18,10.23,88.73
5,16,19,0,-999
5,16,20,0,-999
5,16,21,0,-999
5,16,22,0,-999
5,16,23,0,-999
5,17,0,0,-999
5,17,1,0,-999
5,17,2,0,-999
5,17,3,0,-999
5,17,4,7.11,89.39
5,17,5,92.38,80.3
5,17,6,279.92,68.16
5,17,7,486.29,55.77
5,17,8,692.26,43.33
5,17,9,840.27,31.23
5,17,10,931.16,20.42
5,17,11,974.12,14.58
5,17,12,958.4,19.09
5,17,13,873.76,29.49
5,17,14,734.84,41.49
5,17,15,551.99,53.9
5,17,16,342.95,66.3
5,17,17,137.3,78.48
5,17,18,10.92,88.67
5,17,19,0,-999
5,17,20,0,-999
5,17,21,0,-999
5,17,22,0,-999
5,17,23,0,-999
5,18,0,0,-999
5,18,1,0,-999
5,18,2,0,-999
5,18,3,0,-999
5,18,4,7.51,89.35
5,18,5,107.33,80.2
5,18,6,315.74,68.06
5,18,7,530.47,55.67
5,18,8,709.3,43.23
5,18,9,875.26,31.11
5,18,10,966.93,20.27
5,18,11,991.59,14.37
5,18,12,970.69,18.91
5,18,13,883.42,29.36
5,18,14,743.44,41.38
5,18,15,558.45,53.79
5,18,16,343.07,66.2
5,18,17,141.9,78.36
5,18,18,11.44,88.61
5,18,19,0,-999
5,18,20,0,-999
5,18,21,0,-999
5,18,22,0,-999
5,18,23,0,-999
5,19,0,0,-999
5,19,1,0,-999
5,19,2,0,-999
5,19,3,0,-999
5,19,4,7.22,89.31
5,19,5,101.07,80.09
5,19,6,285.66,67.97
5,19,7,496.89,55.58
5,19,8,672.69,43.14
5,19,9,840.71,31.01
