1916.3,1344.7,611.6,1126,537.28,1420.7,2812.1,1685.4,743.2,282.16,1800,483.88,440.72,1073.8,368.28,259.68,1071.7,1841.9,3074.7,538.08,608.44,395,1860.2,1007.8
1943.5,3066.3,1087.6,1564.2,328.6,2908.2,4014.9,2072.8,1133.8,990.72,1040.5,1389.2,396.04,1443.7,404.28,281.08,362.84,2355.9,2676.5,1493.2,566.76,368.68,1205.9,1571.5
2968.5,2381.1,541.88,922.48,362.88,1665.2,4672.5,2591.8,434.12,2350.4,1044.6,1832.4,397.72,1519.3,236.44,179.84,417.88,1699.8,1328.6,3029.6,596.6,354.52,591.96,3463.5
3277.4,1875.7,567.4,4638.3,350.48,1589.8,4432.2,2119.6,395.6,2622.1,2273.1,3486.7,353.36,1452.2,405.96,259.04,369.44,1692.8,507.6,2484.7,592.84,741.76,631.08,2281.8
2917.4,1883.4,579.72,3120.6,331.64,2332.7,2588,1397.8,379,1999,1046.2,1953.2,399.44,427.4,360.36,249.52,272.12,812.52,464.08,1247.6,579,1382.1,1035.4,1300.1
2975.6,2261.3,894.68,873.48,343.48,3771.3,1195.2,1250.6,375.96,1135.6,1591.5,1008,352.16,500.28,370.88,184.44,327.84,1092.8,2225.9,887.12,612.2,1672.2,1383.8,522.88
2028.2,2153.8,2421.2,674.64,357.52,3308.7,426.04,849.2,444,641.92,1723,339.2,1625,1074.5,356.28,269,358.6,1305.4,876.2,549.32,1514,1966.9,1768.5,1220.1
1598.6,3394.7,2243.4,440.04,332.8,801.68,746.72,820.52,375.76,1848.7,3518.7,346.68,1282.8,709.16,367.16,264.64,2220.8,1554.6,1569.9,428.4,850.28,3215.5,1481,410.08
1650.2,3922.4,4568.3,369.24,312.8,461.44,2718.3,374.16,371.2,1093,2618.1,273.2,950.56,1593.1,588,157.8,2242.9,507.6,2916.5,514.64,577.56,2760.9,3530.3,396.6
1261.1,943.48,4716.3,376.84,965.4,1611.7,2989.1,366.68,1834.6,494.08,3481.2,329.12,990.6,2023,739.6,269.44,1621.2,524.36,3332.4,430.48,621.64,3488.9,2865.2,442.28
703.08,1505,4076.6,1109.9,1520.2,2135.6,2241.4,384.8,3348,583.92,3262,270.52,796.56,705.08,364.6,279.76,2374.7,690.6,1510.4,517.84,565.6,1910.7,867.64,390.32
3182.3,847.72,3225.2,498.8,3550.2,655.68,365.16,425.8,1745.9,619.04,1453.9,343.8,741.44,577,379.32,160.68,2038.2,521,556.76,542.6,586.08,1280.8,555.96,380.92
2472.2,1795.1,2573.7,371.68,1308.3,638.12,349.52,1022,1717.9,991.6,306.4,1905.8,417.24,1741.3,350.44,262.48,1900.8,553.04,1128.7,2693.9,612.64,3297,430.48,994.32
3537.4,2392.5,1226.4,429.04,394.8,1530,351.92,2379.5,964.36,2116.2,374.52,2049.1,1643,2015.3,345.84,186.56,1443.4,1390.2,440.12,3413.1,577.76,3799.5,451.56,2375.7
2183.2,3010.8,568.32,1438.3,1797.9,2460.2,409.28,2008,383.12,2205.3,344.28,1530.8,1947.4,1594.5,367.48,245.72,526.64,1880,369.6,2400,630.64,4522.4,419.2,3189.1
1259,3593.8,526.44,2035,2616.4,1572.6,333.8,1698.7,377.44,2964.1,331.16,1600.5,1235,1686.2,362.08,274.76,564.6,1787.3,434.52,2309.1,584.12,3057.6,455.48,1797.2
1015,2492.7,478.76,2377.1,1780,693.2,354.84,1466.3,454.88,3473.2,331.4,589.8,478.52,1834.8,317.04,185.2,501.24,1838.5,387.6,1705.4,1043.1,1424.6,423.8,2352.2
2480.6,516.24,524.36,1811,531.28,436.08,378.84,379.96,477.44,4008.6,300.84,430.8,412.12,1498.9,306.08,221.56,524.84,288.4,434.68,1720.3,1303.8,801.6,1269.1,1944.3
3456.3,501.28,1186.7,1487.6,332.76,339.56,1558,424.84,1671.8,1274.6,1337.8,431.64,640.32,994.52,360.4,197.4,298.36,331.52,1743.6,461.68,612.32,768.64,1074.9,2049
3608.7,449.08,3623.2,1178.4,1165.4,341.44,2402.8,437.24,1796.2,1691.4,2810.1,574.24,1519,452.36,377.52,280.24,337.32,354.72,2548,485.68,584.32,518.08,2624,1825.4
3447.7,437.8,2034.7,3868.2,1645.3,324.36,2031,395.28,3161.7,1792.2,2396.3,471.36,1179.4,354.6,753.92,225.44,333.76,262.04,1932.1,490.64,600.68,336.68,2946.7,714.28
3245.8,469.56,565.16,1705.5,972.8,394.48,1851.8,394.6,1881.2,368.64,2393,1201.4,1710.6,383.4,897.92,189.64,1194.2,322.4,3192.2,582.36,594.84,371.08,1714.2,469.24
1591.8,462.68,524.96,922.6,674.6,393.88,1793.2,460.04,2546.3,405.2,768.36,599.28,2034.2,1078.3,295.48,263.48,2451.8,680.4,1662.7,467.28,574.12,738.76,1953.5,958.88
475.04,611.04,803.08,3453.2,731.64,320.2,1639.8,433.08,2942,302.16,663.92,578.92,1000.7,370.44,328.64,171.48,1195,687.4,941.08,662.32,620.64,646.8,1799,1734.7
454.04,1701.6,828.28,4109.3,653.52,1407.9,1607.5,1257.4,3467.9,282.16,599.56,489.32,342.32,1754.1,364.08,273.16,426.64,560.04,1150.6,1738.1,586.76,808.24,1984.4,3754.8
426.16,1261.1,1389.5,3997.2,662.04,2198.8,1032.6,837.08,2837,420.56,777.32,975.44,364.12,1736.3,361.04,256.04,332.64,2579.1,337.44,2783.5,615.44,3012.1,2014.5,3797.4
390.68,3614.4,1875.9,4647.9,745.8,2311.6,413.56,3644.3,806.32,667.44,641.88,1969.6,312.32,1648,357.44,157.16,399.2,1722.6,430.68,5974.9,574.64,2122.1,1879.4,3555.8
440.52,2357,1904.7,4095.9,672.24,2448.4,390.76,4671.4,576.08,733.56,801.08,2622.6,373.44,987.48,263.44,277.68,361.68,1625.6,380.24,3623.1,1744,1628.9,597.48,3742.4
1043.1,1734.5,2002.7,3250.5,667.04,1767.2,852.92,2131.8,454.52,1981.5,543.12,2529,302.2,720.6,343.52,260.8,329.96,3526,422.72,2352.6,592.16,1611.7,794.04,2355.9
435.92,1686.2,815.32,2291.1,1714.8,1714.4,466.44,654.64,471.04,2308.8,481.2,449.36,352.64,754.32,378.96,165.8,344.16,1802.8,437.12,490.44,621.56,1660.2,2049.6,1124.6
1358,1739.8,804,1162.8,663.4,1631.7,1415.8,494.04,544.72,2154,468.88,331.84,1872.8,569.72,336.44,258.32,356.44,1441.9,363.52,385.96,581.6,1601.6,2448.6,383.84
2568.9,1554.7,1315.4,791.56,667.2,477.4,3227.1,403.04,465.24,1573.8,1582.8,289.12,1775.8,741.64,335.76,199.4,1375.8,584.68,838.88,448.96,584.32,1640.1,1297.3,369.44
1951.8,643.84,357.04,763.76,704.72,1956.1,1954.2,396.8,463.08,452.48,775.12,301.88,1147.2,986.88,1126.4,245.12,1221.1,644.12,2381.6,380.44,600.28,1641.8,2596.7,376.8
1836.2,557.96,1145.7,785.24,666.24,2074.5,4087.6,418,1109.5,324.32,818.76,361.28,376.4,771,494.72,256.96,334.08,324.16,1385.6,447.96,583.24,883.4,2797.8,355.4
1944.8,609,1404.3,659,686.32,4465.3,2806.2,654.12,2953.2,339.4,1227.4,243.24,386.36,823.2,350.76,199.96,1369.5,1998.9,1786.7,379.68,620.44,319.24,1295.2,405.36
1809.5,678.6,2214.5,340.56,718.48,2164.9,2123.9,915.68,2280.2,1014.1,405.04,332.2,351.84,1475.3,340.12,217.6,2077.6,1595.1,1776.8,1220,568.92,831.64,551.84,1031.6
1659.5,1096.5,1005.3,362.4,676.44,1773.5,362.92,872.56,899.64,922.64,257.08,1681,261.92,723.16,279.72,271.56,1778.6,390.56,453.96,1599.3,1260.6,1365.8,389.8,1715.6
1729.2,2666.1,999.8,807.48,671.52,2389.5,333.36,1899.4,484.16,2118.8,393.6,2316,1202.1,714.04,345.84,216.96,1396,637.64,479.96,3838,1214.8,1598.8,657.68,3128.2
1157.3,3322.8,346.48,1063.4,706.76,2412.1,481.68,2165.9,388.84,5076.8,252.72,2173.6,385.6,2138.8,313.24,211,1068.8,2764.8,387.8,1925.8,636.8,2822.5,946.84,3108
489.92,1697.1,359.64,941.28,1613.6,2107.6,1103.8,1743,448.72,5359.8,1257,2229.4,333.76,2483.3,383.76,195.92,378.08,2992.4,428.76,1804.3,601.6,1844.1,384.24,2040.4
462.2,1003.9,337.24,2809.7,908.76,2387.9,311.52,3742.8,437.72,3455.5,422.32,2457.8,383.8,2093.7,333.44,261.2,388,2026.2,350.44,1948.2,604.96,1269.9,417.16,1645.6
652.08,589.04,341.64,1663.4,1987.9,548.52,325.76,3943.5,420.72,1059.4,340.6,2980,371.92,476.52,254.88,178.44,2034.9,529.2,436.36,1966.9,889.44,430.6,389.56,1606.6
1364.9,528.4,374.44,2483.5,1547.5,423.28,1869.7,4018.4,440.24,447.8,1058.7,1048.8,362.56,311.88,364.08,264.88,810.56,368.6,942.48,1020.7,574.48,438.96,1492,1600.6
2024.7,441.68,510.76,1224.8,687.52,356.44,2419.3,1837.4,407.2,299.76,2251.7,571.24,1172.4,361.52,331.12,244.64,2897.7,266.72,2710.7,587.52,627.96,412.12,2812.8,1639.9
